"TF","TargetGene","Score"
"AT4G36730","AT1G04635",0.0597342434533662
"AT2G27230","AT3G59220",0.0597316252284736
"AT4G38900","AT5G61930",0.0596892363768892
"AT3G56850","AT4G31100",0.0596420379066591
"AT5G62610","AT1G15215",0.059582390283876
"AT4G36730","AT1G22360",0.0595563570903033
"AT5G57150","AT5G10030",0.0595428181998375
"AT3G24140","AT5G22608",0.0594518959725412
"AT2G46810","AT5G05270",0.0594329837163468
"AT1G06850","AT2G37750",0.0594065789534862
"AT4G38900","AT3G58980",0.0593530838645651
"AT4G09180","AT1G15175",0.0593196831630702
"AT1G03970","AT4G02360",0.0593025660526286
"AT5G49450","AT4G04830",0.0592476390471284
"AT2G46810","AT4G35900",0.0592337842564764
"AT3G24140","AT1G77450",0.0592238768653611
"AT2G40950","AT3G50850",0.0591254734049585
"AT5G54680","AT3G05800",0.0591253809208198
"AT3G57800","AT4G14660",0.059121265134691
"AT1G51140","AT3G05800",0.0591203619877351
"AT1G51140","AT3G18950",0.0591021698652506
"AT3G24140","AT5G54520",0.0591015068325919
"AT5G08130","AT1G05360",0.0590937568430702
"AT4G00480","AT4G18360",0.0590911079391546
"AT3G59060","AT5G17650",0.059040963894593
"AT1G22070","AT2G46290",0.059023827388311
"AT5G67110","AT2G22470",0.0589722334693118
"AT5G54680","AT5G09995",0.0588992319126993
"AT4G37730","AT5G19875",0.0588868971026384
"AT3G20640","AT1G60270",0.0588782646769408
"AT3G59060","AT5G15190",0.0588767347851247
"AT2G27230","AT5G48540",0.058864179296542
"AT1G42990","AT1G11180",0.0587897960567995
"AT5G08130","AT1G43700",0.0586914268518834
"AT4G36730","AT5G47420",0.0586638299557991
"AT3G10800","AT1G30260",0.0586448889022636
"AT3G57800","AT3G48350",0.0586289920074316
"AT4G36730","AT5G16340",0.0586071585873446
"AT2G46270","AT3G51750",0.058599096271976
"AT3G58120","AT1G27730",0.0585990544373167
"AT1G51140","AT5G26200",0.0584913652386984
"AT2G43010","AT2G42730",0.0584563568255858
"AT4G29100","AT3G55240",0.0584350981884143
"AT2G35530","AT3G02800",0.0584263800985921
"AT5G57150","AT5G42440",0.0584258940535551
"AT5G08130","AT3G47540",0.0582753256080752
"AT2G35530","AT1G35430",0.0582553658891907
"AT1G08320","AT4G20362",0.0582512363808139
"AT2G40950","AT5G26200",0.0582066710383318
"AT3G24140","AT5G65630",0.0581793975020288
"AT3G17100","AT2G26040",0.0581722711159402
"AT4G36540","AT1G68620",0.0581709191244155
"AT2G31370","AT4G20362",0.0581577243197554
"AT3G61950","AT1G54850",0.058105589169742
"AT5G06950","AT3G22450",0.0580875637102345
"AT1G51070","AT1G16590",0.0580367032356784
"AT2G42300","AT5G04070",0.05800304661079
"AT3G24140","AT5G41620",0.0579669610085606
"AT1G01260","AT3G62090",0.0579477280649498
"AT1G32640","AT4G18360",0.057900059156787
"AT3G59060","AT5G58650",0.057895512060907
"AT4G36730","AT3G53450",0.057866167307889
"AT2G46270","AT3G02980",0.0578621657837841
"AT1G61660","AT1G30260",0.0577069422242453
"AT1G06070","AT4G01670",0.0576918014920104
"AT4G02640","AT3G50920",0.057645689612009
"AT5G57150","AT5G53290",0.0576109232394023
"AT1G06070","AT1G70950",0.0575564644980921
"AT4G09180","AT3G04860",0.057546087406138
"AT3G26744","AT1G09486",0.0574846963836772
"AT5G67110","AT1G02930",0.0574278099177526
"AT5G54680","AT1G65690",0.0574105490057333
"AT5G08130","AT3G05800",0.0573711146482569
"AT3G19290","AT4G01670",0.0573543476098037
"AT3G07340","AT5G16140",0.0573158751586004
"AT1G06070","AT3G04620",0.0573099659450288
"AT1G61660","AT2G35930",0.0572895161676985
"AT5G08130","AT5G41620",0.0572797470572235
"AT2G46810","AT3G06868",0.0572787619134225
"AT1G22070","AT2G01918",0.0572696857506992
"AT4G36540","AT2G26540",0.0572300570156704
"AT1G27660","AT5G03285",0.0571854259541648
"AT3G57800","AT4G18230",0.0571809046776564
"AT1G05710","AT2G23348",0.0571794937673768
"AT1G01260","AT5G07010",0.0571657258062806
"AT3G23210","AT1G05785",0.0571375814738308
"AT3G24140","AT5G52570",0.0570818159519894
"AT1G10610","AT5G50240",0.0570739270320803
"AT3G24140","AT4G04970",0.0570625666102318
"AT5G10030","AT4G37390",0.0570583780143801
"AT5G08130","AT1G10610",0.0570294495901589
"AT5G61270","AT1G09850",0.0569944012669931
"AT3G23210","AT3G20340",0.0569743890664939
"AT2G42300","AT4G37390",0.0569510652174404
"AT2G35530","AT3G10330",0.0569368479670809
"AT1G69010","AT5G60590",0.0568859715101217
"AT4G35900","AT4G29540",0.0568501133430961
"AT4G35040","AT2G44440",0.0568118493431423
"AT5G44080","AT3G51750",0.056809453879239
"AT3G17100","AT2G23348",0.0567837173415569
"AT5G67110","AT1G57540",0.0567821626300153
"AT3G25710","AT5G16340",0.0567484874657742
"AT2G35530","AT1G15170",0.0567408963084501
"AT2G27230","AT4G02360",0.0566823762448729
"AT5G08130","AT3G49260",0.0566785294196504
"AT2G35530","AT1G55820",0.0565148999814169
"AT4G37730","AT3G25710",0.0565075077409407
"AT4G16430","AT5G18920",0.0563649970031475
"AT5G54680","AT1G05060",0.056352836421874
"AT5G54680","AT3G09490",0.0563524938202538
"AT3G23690","AT1G64150",0.0563493743881657
"AT1G10120","AT1G17120",0.056349235367412
"AT1G63650","AT3G11840",0.0563462355930428
"AT2G42280","AT3G12970",0.0563345048055623
"AT4G36730","AT5G16200",0.0562945873273545
"AT2G46810","AT2G34650",0.0562854400703084
"AT4G36730","AT2G41130",0.0562502483735178
"AT5G08130","AT1G77920",0.0562487726911507
"AT3G24140","AT2G28260",0.0562477287665313
"AT4G00050","AT5G58770",0.0562225853763001
"AT3G23690","AT3G03170",0.0562158612241186
"AT2G31370","AT3G50800",0.0561582167370942
"AT5G08130","AT1G03370",0.0561160602019499
"AT2G24260","AT5G07860",0.0560690472384777
"AT1G77920","AT3G45680",0.0560272165108656
"AT4G36540","AT1G22370",0.0560094477013388
"AT4G01460","AT1G68620",0.0559738005233833
"AT3G23210","AT2G19580",0.0559681207670632
"AT2G24260","AT3G15780",0.0559642190500148
"AT5G38860","AT5G56990",0.0559446971632765
"AT3G56850","AT1G02340",0.0559395056343225
"AT3G17100","AT4G12700",0.0559268902523301
"AT5G24800","AT2G26040",0.0558773394004045
"AT2G46270","AT2G45210",0.0558731210509095
"AT5G08130","AT4G18010",0.0558706343823159
"AT5G08130","AT5G66350",0.0558695976496445
"AT3G10800","AT3G53210",0.0558411764934382
"AT1G42990","AT3G55240",0.0558410241439326
"AT3G24140","AT4G31310",0.0558233912591532
"AT1G32150","AT3G57860",0.0558045469729757
"AT3G24140","AT4G37480",0.055785887183507
"AT5G28770","AT3G62090",0.0557811151925641
"AT2G40620","AT3G12970",0.0557700104873607
"AT3G24140","AT1G28360",0.0556942886039333
"AT3G59060","AT2G21080",0.0556869641201569
"AT1G63650","AT4G18360",0.0556463515630661
"AT5G57150","AT3G12300",0.0555693947470473
"AT5G08130","AT1G13245",0.0555631822478949
"AT1G29950","AT3G23570",0.0555184833059276
"AT5G44080","AT3G48350",0.0555169581267858
"AT5G08130","AT5G10740",0.0554916068497802
"AT4G17880","AT1G66510",0.0553837599046295
"AT2G41130","AT2G47920",0.0553565849146694
"AT3G19860","AT1G75770",0.0552924747087962
"AT5G65640","AT2G20480",0.0552807191959573
"AT2G40620","AT4G18700",0.0552750291413438
"AT3G54620","AT3G26750",0.0552650236693026
"AT5G08130","AT5G41810",0.0552628900226954
"AT3G20640","AT3G62090",0.055145451772812
"AT5G24800","AT5G65140",0.0551231208918164
"AT3G10800","AT4G20362",0.0551178649838866
"AT5G08130","AT1G69010",0.0549632855278219
"AT2G47270","AT5G07870",0.0548649953532836
"AT2G47270","AT4G11330",0.0548335854684491
"AT2G35530","AT3G15420",0.0547788612937785
"AT1G26260","AT2G01430",0.0547671804331011
"AT2G20180","AT3G18970",0.0547205576706332
"AT2G46810","AT1G15215",0.0546749986827511
"AT3G23210","AT1G74490",0.0546736920409877
"AT1G06070","AT2G28260",0.054652186656574
"AT4G29100","AT5G41810",0.0546162909916426
"AT5G15160","AT4G37390",0.0546096450965321
"AT5G65210","AT1G68620",0.0545920701434295
"AT4G09180","AT5G37260",0.0545359644015604
"AT3G26744","AT3G51750",0.0545287938720828
"AT5G08130","AT2G46800",0.0545240441048097
"AT5G54680","AT1G20890",0.0545195002274802
"AT3G17100","AT1G35460",0.0545136099829163
"AT2G46270","AT3G18970",0.0544955118287723
"AT5G65640","AT1G24530",0.0544649055392812
"AT1G51140","AT4G37390",0.0544102206365789
"AT5G57150","AT2G01918",0.054371466364056
"AT3G62090","AT1G13080",0.0543617243767973
"AT5G48560","AT3G59210",0.0543478963451764
"AT2G31280","AT1G35430",0.0543290871224339
"AT3G24140","AT5G07860",0.0543170632599417
"AT4G35040","AT1G18040",0.0543076941099396
"AT2G35530","AT5G01850",0.0542555817463986
"AT4G36730","AT3G03310",0.0541535596430031
"AT1G29950","AT5G50240",0.0541431818364415
"AT5G54680","AT5G48540",0.054136745602528
"AT2G46270","AT2G21830",0.0541351739739466
"AT4G35040","AT1G53750",0.054115908471379
"AT2G46510","AT5G49560",0.0541157640108444
"AT1G51140","AT3G09490",0.0541152646267014
"AT1G02340","AT1G19150",0.0540704667938888
"AT5G24800","AT4G01550",0.0540634973155054
"AT4G34000","AT2G22470",0.0540613919494257
"AT2G20180","AT3G54130",0.0540569645118084
"AT3G59060","AT5G10870",0.0540000925528508
"AT3G24140","AT5G61270",0.0539960048648471
"AT1G72210","AT3G54826",0.0539698096680689
"AT5G08130","AT2G42260",0.0539175775592467
"AT3G54620","AT3G49550",0.0539056240741562
"AT4G01120","AT1G70950",0.0538980056226472
"AT5G08130","AT4G31100",0.0538930526691862
"AT2G16770","AT1G04635",0.0538927505553528
"AT1G42990","AT5G67140",0.0538897908734291
"AT3G57800","AT5G50240",0.0538781494661928
"AT2G21230","AT2G20480",0.0538704163283961
"AT5G57150","AT4G30980",0.0538641170682445
"AT2G31730","AT4G28330",0.0538563970772143
"AT4G02590","AT4G24240",0.0538167544671872
"AT1G06070","AT1G60270",0.0538027276709467
"AT3G24140","AT2G18240",0.0537517794864003
"AT1G06070","AT5G04885",0.0536210157565881
"AT5G08130","AT3G27220",0.053595941657074
"AT2G31370","AT3G45730",0.0535935101514574
"AT4G34000","AT1G61340",0.0535833612829469
"AT5G08130","AT3G62090",0.0535746455629278
"AT3G24140","AT1G27660",0.0535220445552371
"AT3G19860","AT1G19310",0.053468267321702
"AT4G16430","AT3G15420",0.0534583039803987
"AT2G35530","AT2G37260",0.0533388936621733
"AT5G08130","AT5G17240",0.0533369597065637
"AT5G54680","AT1G74700",0.0533104280794398
"AT4G36540","AT5G03285",0.0532898614334083
"AT1G22070","AT1G16730",0.0532857933759933
"AT1G06070","AT1G77480",0.0532843949187573
"AT5G53210","AT3G18970",0.0532470329617164
"AT3G10800","AT5G22608",0.0532418259541973
"AT4G34000","AT5G03285",0.0532391454448883
"AT1G42990","AT1G02816",0.0532387757976305
"AT5G62610","AT5G05250",0.0532349602771854
"AT5G08130","AT3G48610",0.0532306762114292
"AT5G08130","AT3G03210",0.0531707846116364
"AT4G36060","AT3G20340",0.0531664476649622
"AT4G35040","AT1G34780",0.0531561022791526
"AT3G24140","AT3G24090",0.0531311229163087
"AT5G08130","AT3G48820",0.0530829498765721
"AT2G31280","AT4G18360",0.0530411208375736
"AT2G43060","AT5G05250",0.0529271864938863
"AT2G31730","AT5G07870",0.0528792087096185
"AT2G43010","AT5G51780",0.0528708889767021
"AT3G24140","AT5G42092",0.0528653866195678
"AT5G28770","AT3G63480",0.0528323876289734
"AT4G14410","AT2G05160",0.052797031374154
"AT3G17100","AT1G33260",0.0527890397373461
"AT4G36540","AT5G46870",0.0527888336262198
"AT2G40950","AT2G43060",0.0527733665456929
"AT2G46810","AT5G37340",0.0527621055730914
"AT2G35530","AT3G04620",0.0527514008573531
"AT1G63650","AT2G23348",0.0527440434375465
"AT1G59640","AT4G34540",0.0527416593673683
"AT1G59640","AT1G26800",0.0527305171971949
"AT1G05710","AT5G59080",0.0527134549625448
"AT3G17100","AT4G01550",0.0526635909871958
"AT5G57150","AT1G74780",0.0526565731980095
"AT2G21230","AT5G08510",0.0526140349325214
"AT2G31370","AT3G21870",0.0526089267376292
"AT2G46810","AT4G02360",0.052567749593234
"AT4G36060","AT4G20362",0.0525219209936176
"AT1G51070","AT5G39240",0.0525216827194728
"AT5G08130","AT2G47790",0.0525103512205944
"AT5G54680","AT3G12970",0.0524796931819417
"AT1G06070","AT5G63500",0.0524765404214444
"AT4G35040","AT1G05600",0.0524632955439654
"AT4G36730","AT5G53030",0.0524481952743905
"AT5G08130","AT3G19790",0.052443544908461
"AT2G46270","AT3G11840",0.0524367255098754
"AT1G05805","AT3G51750",0.0523330487932015
"AT2G42300","AT3G61750",0.0523309209716927
"AT2G31730","AT5G59590",0.0523238828092533
"AT4G37730","AT5G10190",0.0522883986713445
"AT2G22850","AT1G27730",0.0522224092739614
"AT4G36540","AT5G51790",0.0521919263252617
"AT4G01120","AT1G61065",0.0521651796846671
"AT2G31370","AT3G18970",0.0521525233996914
"AT3G23210","AT5G10190",0.0521366114098219
"AT3G24140","AT3G02980",0.052115002921155
"AT4G34000","AT2G41070",0.0520312799436705
"AT5G08130","AT5G42990",0.0519950902821226
"AT1G26260","AT5G61270",0.0519801280944628
"AT1G05805","AT4G02360",0.0519682398985888
"AT2G35530","AT4G18360",0.0519654234513245
"AT4G35040","AT2G46610",0.0519652134495708
"AT1G12860","AT4G37390",0.0519622793241182
"AT5G08130","AT5G49550",0.051912930339576
"AT4G35040","AT3G17770",0.0518819512715146
"AT1G43700","AT5G65300",0.0518356479442129
"AT4G35040","AT3G54130",0.0518082511276381
"AT2G20180","AT2G25880",0.0517996718554157
"AT4G01120","AT2G20480",0.0517605292859275
"AT2G31370","AT3G15420",0.0517344079119567
"AT3G19860","AT4G17500",0.0517308085736907
"AT2G16770","AT1G11220",0.0517209888516782
"AT3G47640","AT4G25260",0.051696423955577
"AT3G19290","AT2G16770",0.0516872324073193
"AT5G11260","AT3G53720",0.051674390482297
"AT5G08130","AT5G37340",0.051668048965121
"AT1G03040","AT1G64890",0.0516643581668245
"AT1G18400","AT3G60910",0.0516346490318493
"AT2G21230","AT4G37390",0.0516304419787632
"AT3G19860","AT3G02150",0.0516165498918753
"AT5G24800","AT2G28260",0.0516028151683349
"AT4G30410","AT3G45680",0.0515904962149384
"AT5G08130","AT5G52570",0.0515865424761377
"AT5G24800","AT1G60270",0.051572494486318
"AT3G17100","AT1G05340",0.051528982007576
"AT1G51070","AT2G42950",0.0515003908218532
"AT3G25710","AT1G72210",0.0514956434622534
"AT3G24140","AT1G05600",0.0514904181093788
"AT5G08130","AT4G16660",0.0514818329114913
"AT1G29950","AT5G16340",0.0514308702280979
"AT2G35530","AT3G54130",0.0514235685991964
"AT4G34000","AT1G47820",0.0514093428352989
"AT4G01120","AT1G48440",0.0513087397850968
"AT3G10800","AT4G20090",0.0512995106504545
"AT3G24140","AT3G27470",0.0512849028142633
"AT5G08130","AT2G22840",0.0512828083759998
"AT2G20180","AT1G29330",0.0512742983377089
"AT4G35040","AT1G05785",0.051220460376774
"AT2G21230","AT1G11220",0.0512135144172347
"AT1G03040","AT5G67160",0.0511823508241299
"AT1G29950","AT1G55190",0.0511769685324793
"AT3G25710","AT1G80110",0.0511276483879306
"AT4G35040","AT3G50800",0.0511091667965358
"AT5G08130","AT3G50070",0.0511052204916733
"AT3G58120","AT5G46870",0.0510846282873531
"AT5G08130","AT4G24480",0.0510222247722899
"AT3G57800","AT2G47920",0.0510194677170416
"AT5G62610","AT3G12970",0.0510037024814824
"AT3G10800","AT2G42950",0.0509932723361095
"AT4G35040","AT5G61530",0.0509857852643699
"AT5G08130","AT5G40340",0.0509478247791997
"AT1G03040","AT1G23480",0.0509446802163426
"AT3G56850","AT3G59650",0.0509183734411794
"AT5G08130","AT1G21370",0.0509153891708901
"AT3G24140","AT4G29540",0.05087392794557
"AT4G36540","AT2G42280",0.0508714127981481
"AT2G31370","AT1G11220",0.0508672341866476
"AT5G44080","AT3G15357",0.0508508621459433
"AT4G01120","AT3G51750",0.0508349157129702
"AT3G06590","AT4G23600",0.0508270439647295
"AT1G06850","AT2G21830",0.0507873773354306
"AT5G08130","AT3G22380",0.0507629587996621
"AT1G10120","AT3G47780",0.0507610654643482
"AT2G42300","AT4G31100",0.0507278818572066
"AT5G67110","AT5G01850",0.0506836446976972
"AT1G61660","AT1G49780",0.0506607743458406
"AT5G65640","AT2G26040",0.0506457827487481
"AT3G23690","AT4G29540",0.0506367693542643
"AT1G05710","AT3G20340",0.0506356699008268
"AT5G08130","AT3G51450",0.0506067525486363
"AT3G59060","AT3G56330",0.0505935374506521
"AT3G24140","AT5G51690",0.0505449680624829
"AT2G42300","AT3G01360",0.0505402544809632
"AT4G00050","AT2G01430",0.0505166298087499
"AT4G02590","AT3G22670",0.0504298443624753
"AT4G00050","AT3G51960",0.0503972560995616
"AT1G59640","AT3G60540",0.0503708190047942
"AT2G46510","AT1G58340",0.0503585535566609
"AT5G46760","AT4G11330",0.0503231942933038
"AT2G40620","AT5G17460",0.0503201406014098
"AT3G57800","AT3G53800",0.0502856155192843
"AT1G72210","AT5G16340",0.05027400887641
"AT5G08130","AT1G25520",0.0502711474332051
"AT5G44080","AT3G11840",0.0502635800432745
"AT5G44080","AT5G61930",0.0502535332638651
"AT1G32150","AT1G71015",0.0502490223532011
"AT5G51790","AT5G49560",0.0502232193956474
"AT5G06950","AT4G30180",0.0501959598748953
"AT5G65640","AT1G18400",0.0501859856217816
"AT5G44080","AT1G74780",0.0501818978103346
"AT1G32150","AT4G37880",0.0501773874638465
"AT3G17100","AT3G59670",0.0501459759033937
"AT2G46270","AT5G08580",0.050139956834089
"AT2G31280","AT5G16420",0.0501358160969382
"AT5G08130","AT1G20890",0.0501325875736155
"AT5G44080","AT1G03180",0.0501241255919785
"AT5G28770","AT1G79410",0.0500997019968507
"AT5G08130","AT3G06030",0.0500690198474129
"AT4G35040","AT3G44320",0.0500538339191472
"AT4G01460","AT2G47920",0.0500479574430163
"AT1G03040","AT5G15190",0.0500449023214341
"AT3G17100","AT1G13080",0.0500045558500283
"AT5G08130","AT1G76060",0.0499587166215697
"AT1G09250","AT1G35430",0.0499528471667873
"AT3G23690","AT3G61750",0.0499280774935984
"AT3G12250","AT2G22470",0.0498800977226194
"AT4G38900","AT1G13080",0.0498629026504914
"AT2G31280","AT2G41010",0.0498558875605669
"AT1G18400","AT4G02360",0.0498333275740763
"AT5G08130","AT5G56100",0.0498272750570162
"AT3G10800","AT1G69450",0.0498204409044812
"AT1G03970","AT2G20480",0.0498133290515265
"AT4G02590","AT1G06620",0.0498037814072102
"AT5G08130","AT5G53290",0.0497899475124521
"AT5G65210","AT3G25780",0.049786538840363
"AT2G46810","AT3G04860",0.0497735659994963
"AT5G67110","AT1G16730",0.0497716295141392
"AT1G35460","AT3G15357",0.0497582020746816
"AT3G57800","AT5G23820",0.0497487727261963
"AT3G26744","AT1G71015",0.0497362738108467
"AT1G10120","AT3G05800",0.0497275278659957
"AT3G06590","AT3G53210",0.0497061694108496
"AT2G22850","AT5G23820",0.0496988839409106
"AT2G46810","AT4G20090",0.0496346620100184
"AT1G68920","AT5G03285",0.0496280302561394
"AT5G54680","AT3G02150",0.0496249922729454
